qid,system,score,rank
2843,bge_m3_hybrid_513,1.0,1
2844,bge_m3_hybrid_513,0.0,35
2845,bge_m3_hybrid_513,1.0,1
2846,bge_m3_hybrid_513,1.0,1
2847,bge_m3_hybrid_513,1.0,1
2848,bge_m3_hybrid_513,0.0,-1
2849,bge_m3_hybrid_513,0.5,2
2850,bge_m3_hybrid_513,1.0,1
2851,bge_m3_hybrid_513,0.0,8
2852,bge_m3_hybrid_513,0.0,15
2853,bge_m3_hybrid_513,1.0,1
2854,bge_m3_hybrid_513,1.0,1
2855,bge_m3_hybrid_513,1.0,1
2856,bge_m3_hybrid_513,0.0,8
2857,bge_m3_hybrid_513,0.3333333333333333,3
2858,bge_m3_hybrid_513,1.0,1
2859,bge_m3_hybrid_513,1.0,1
2860,bge_m3_hybrid_513,0.25,4
2861,bge_m3_hybrid_513,0.0,-1
2862,bge_m3_hybrid_513,1.0,1
2863,bge_m3_hybrid_513,0.0,33
2864,bge_m3_hybrid_513,0.0,66
2865,bge_m3_hybrid_513,1.0,1
2866,bge_m3_hybrid_513,1.0,1
2867,bge_m3_hybrid_513,0.0,-1
2868,bge_m3_hybrid_513,0.0,92
2870,bge_m3_hybrid_513,1.0,1
2871,bge_m3_hybrid_513,1.0,1
2872,bge_m3_hybrid_513,0.0,-1
2874,bge_m3_hybrid_513,1.0,1
2875,bge_m3_hybrid_513,1.0,1
2879,bge_m3_hybrid_513,0.2,5
2880,bge_m3_hybrid_513,1.0,1
2881,bge_m3_hybrid_513,1.0,1
2882,bge_m3_hybrid_513,1.0,1
2883,bge_m3_hybrid_513,0.0,24
2888,bge_m3_hybrid_513,0.0,18
2889,bge_m3_hybrid_513,1.0,1
2890,bge_m3_hybrid_513,1.0,1
2891,bge_m3_hybrid_513,0.0,-1
2893,bge_m3_hybrid_513,0.25,4
2895,bge_m3_hybrid_513,0.0,9
2896,bge_m3_hybrid_513,0.3333333333333333,3
2898,bge_m3_hybrid_513,1.0,1
2899,bge_m3_hybrid_513,1.0,1
2900,bge_m3_hybrid_513,0.0,-1
2901,bge_m3_hybrid_513,1.0,1
2903,bge_m3_hybrid_513,0.0,53
2904,bge_m3_hybrid_513,1.0,1
2906,bge_m3_hybrid_513,0.3333333333333333,3
2907,bge_m3_hybrid_513,0.0,12
2908,bge_m3_hybrid_513,0.0,51
2909,bge_m3_hybrid_513,1.0,1
2910,bge_m3_hybrid_513,1.0,1
2911,bge_m3_hybrid_513,1.0,1
2912,bge_m3_hybrid_513,0.0,-1
2913,bge_m3_hybrid_513,0.0,84
2914,bge_m3_hybrid_513,1.0,1
2915,bge_m3_hybrid_513,1.0,1
2916,bge_m3_hybrid_513,1.0,1
2917,bge_m3_hybrid_513,0.0,-1
2919,bge_m3_hybrid_513,0.3333333333333333,3
2920,bge_m3_hybrid_513,1.0,1
2921,bge_m3_hybrid_513,1.0,1
2922,bge_m3_hybrid_513,0.0,-1
2923,bge_m3_hybrid_513,1.0,1
2924,bge_m3_hybrid_513,0.0,-1
2925,bge_m3_hybrid_513,0.5,2
2926,bge_m3_hybrid_513,1.0,1
2927,bge_m3_hybrid_513,0.0,-1
2928,bge_m3_hybrid_513,1.0,1
2929,bge_m3_hybrid_513,0.0,91
2930,bge_m3_hybrid_513,0.0,84
2932,bge_m3_hybrid_513,1.0,1
2933,bge_m3_hybrid_513,1.0,1
2934,bge_m3_hybrid_513,0.0,-1
2935,bge_m3_hybrid_513,1.0,1
2937,bge_m3_hybrid_513,1.0,1
2938,bge_m3_hybrid_513,1.0,1
2939,bge_m3_hybrid_513,1.0,1
2940,bge_m3_hybrid_513,1.0,1
2941,bge_m3_hybrid_513,0.0,-1
2942,bge_m3_hybrid_513,0.0,95
2945,bge_m3_hybrid_513,0.5,2
2946,bge_m3_hybrid_513,1.0,1
2948,bge_m3_hybrid_513,1.0,1
2949,bge_m3_hybrid_513,0.0,41
2951,bge_m3_hybrid_513,1.0,1
2952,bge_m3_hybrid_513,1.0,1
2953,bge_m3_hybrid_513,0.5,2
2954,bge_m3_hybrid_513,1.0,1
2955,bge_m3_hybrid_513,0.0,15
2956,bge_m3_hybrid_513,1.0,1
2958,bge_m3_hybrid_513,1.0,1
2959,bge_m3_hybrid_513,0.3333333333333333,3
2960,bge_m3_hybrid_513,0.0,53
2961,bge_m3_hybrid_513,1.0,1
2962,bge_m3_hybrid_513,1.0,1
2964,bge_m3_hybrid_513,1.0,1
2965,bge_m3_hybrid_513,0.25,4
2966,bge_m3_hybrid_513,1.0,1
2967,bge_m3_hybrid_513,0.0,-1
2968,bge_m3_hybrid_513,1.0,1
2969,bge_m3_hybrid_513,1.0,1
2970,bge_m3_hybrid_513,1.0,1
2971,bge_m3_hybrid_513,0.0,44
2972,bge_m3_hybrid_513,0.0,52
2974,bge_m3_hybrid_513,0.0,-1
2975,bge_m3_hybrid_513,0.0,27
2976,bge_m3_hybrid_513,1.0,1
2977,bge_m3_hybrid_513,1.0,1
2978,bge_m3_hybrid_513,1.0,1
2980,bge_m3_hybrid_513,1.0,1
2981,bge_m3_hybrid_513,1.0,1
2982,bge_m3_hybrid_513,0.0,77
2983,bge_m3_hybrid_513,0.5,2
2984,bge_m3_hybrid_513,0.0,-1
2985,bge_m3_hybrid_513,1.0,1
2986,bge_m3_hybrid_513,0.0,18
2987,bge_m3_hybrid_513,0.2,5
2989,bge_m3_hybrid_513,1.0,1
2990,bge_m3_hybrid_513,0.0,97
2991,bge_m3_hybrid_513,0.5,2
2992,bge_m3_hybrid_513,0.0,20
2993,bge_m3_hybrid_513,0.0,-1
2994,bge_m3_hybrid_513,1.0,1
2996,bge_m3_hybrid_513,1.0,1
2997,bge_m3_hybrid_513,0.0,15
2998,bge_m3_hybrid_513,0.0,9
2999,bge_m3_hybrid_513,0.2,5
3000,bge_m3_hybrid_513,1.0,1
3003,bge_m3_hybrid_513,0.3333333333333333,3
3004,bge_m3_hybrid_513,0.0,-1
3005,bge_m3_hybrid_513,1.0,1
3006,bge_m3_hybrid_513,1.0,1
3007,bge_m3_hybrid_513,0.0,78
3009,bge_m3_hybrid_513,0.0,71
3010,bge_m3_hybrid_513,1.0,1
3011,bge_m3_hybrid_513,0.0,84
3012,bge_m3_hybrid_513,1.0,1
3013,bge_m3_hybrid_513,0.0,18
3014,bge_m3_hybrid_513,0.0,62
3015,bge_m3_hybrid_513,0.0,22
3017,bge_m3_hybrid_513,1.0,1
3018,bge_m3_hybrid_513,0.3333333333333333,3
3019,bge_m3_hybrid_513,1.0,1
3020,bge_m3_hybrid_513,1.0,1
3021,bge_m3_hybrid_513,0.0,-1
3022,bge_m3_hybrid_513,0.0,10
3023,bge_m3_hybrid_513,0.0,38
3024,bge_m3_hybrid_513,1.0,1
3025,bge_m3_hybrid_513,0.0,64
3026,bge_m3_hybrid_513,1.0,1
3027,bge_m3_hybrid_513,1.0,1
3028,bge_m3_hybrid_513,1.0,1
3031,bge_m3_hybrid_513,1.0,1
3032,bge_m3_hybrid_513,0.0,27
3033,bge_m3_hybrid_513,0.0,82
3035,bge_m3_hybrid_513,0.3333333333333333,3
3036,bge_m3_hybrid_513,1.0,1
3037,bge_m3_hybrid_513,1.0,1
3038,bge_m3_hybrid_513,0.0,87
3039,bge_m3_hybrid_513,1.0,1
3041,bge_m3_hybrid_513,0.5,2
3043,bge_m3_hybrid_513,0.0,68
3044,bge_m3_hybrid_513,0.0,-1
3045,bge_m3_hybrid_513,0.0,-1
3046,bge_m3_hybrid_513,1.0,1
3047,bge_m3_hybrid_513,0.0,-1
3049,bge_m3_hybrid_513,1.0,1
3050,bge_m3_hybrid_513,1.0,1
3051,bge_m3_hybrid_513,1.0,1
3052,bge_m3_hybrid_513,0.0,9
3053,bge_m3_hybrid_513,0.3333333333333333,3
3054,bge_m3_hybrid_513,0.0,-1
3055,bge_m3_hybrid_513,1.0,1
3056,bge_m3_hybrid_513,1.0,1
3057,bge_m3_hybrid_513,0.0,-1
3059,bge_m3_hybrid_513,0.5,2
3060,bge_m3_hybrid_513,0.0,-1
3061,bge_m3_hybrid_513,1.0,1
3062,bge_m3_hybrid_513,0.0,-1
3063,bge_m3_hybrid_513,1.0,1
3064,bge_m3_hybrid_513,1.0,1
3067,bge_m3_hybrid_513,0.0,-1
3068,bge_m3_hybrid_513,1.0,1
3069,bge_m3_hybrid_513,1.0,1
3070,bge_m3_hybrid_513,1.0,1
3072,bge_m3_hybrid_513,0.0,-1
3073,bge_m3_hybrid_513,0.0,9
3074,bge_m3_hybrid_513,0.5,2
3075,bge_m3_hybrid_513,0.0,-1
3076,bge_m3_hybrid_513,1.0,1
3079,bge_m3_hybrid_513,0.0,-1
3080,bge_m3_hybrid_513,1.0,1
3081,bge_m3_hybrid_513,0.0,43
3082,bge_m3_hybrid_513,1.0,1
3084,bge_m3_hybrid_513,0.0,24
3085,bge_m3_hybrid_513,0.3333333333333333,3
3086,bge_m3_hybrid_513,0.0,11
3087,bge_m3_hybrid_513,1.0,1
3088,bge_m3_hybrid_513,1.0,1
3089,bge_m3_hybrid_513,0.0,12
3090,bge_m3_hybrid_513,1.0,1
3091,bge_m3_hybrid_513,1.0,1
3094,bge_m3_hybrid_513,0.2,5
3095,bge_m3_hybrid_513,0.5,2
3096,bge_m3_hybrid_513,1.0,1
3097,bge_m3_hybrid_513,1.0,1
3098,bge_m3_hybrid_513,1.0,1
3102,bge_m3_hybrid_513,1.0,1
3104,bge_m3_hybrid_513,0.3333333333333333,3
3105,bge_m3_hybrid_513,0.2,5
3106,bge_m3_hybrid_513,0.0,84
3107,bge_m3_hybrid_513,0.25,4
3108,bge_m3_hybrid_513,1.0,1
3109,bge_m3_hybrid_513,0.0,-1
3111,bge_m3_hybrid_513,0.0,60
3112,bge_m3_hybrid_513,1.0,1
3113,bge_m3_hybrid_513,1.0,1
3114,bge_m3_hybrid_513,1.0,1
3115,bge_m3_hybrid_513,1.0,1
3117,bge_m3_hybrid_513,0.5,2
3118,bge_m3_hybrid_513,1.0,1
3119,bge_m3_hybrid_513,0.0,17
3120,bge_m3_hybrid_513,0.0,-1
3121,bge_m3_hybrid_513,1.0,1
3122,bge_m3_hybrid_513,0.0,-1
3123,bge_m3_hybrid_513,0.0,-1
3124,bge_m3_hybrid_513,0.3333333333333333,3
3125,bge_m3_hybrid_513,0.0,14
3127,bge_m3_hybrid_513,1.0,1
3130,bge_m3_hybrid_513,1.0,1
3131,bge_m3_hybrid_513,0.0,-1
3132,bge_m3_hybrid_513,1.0,1
3133,bge_m3_hybrid_513,0.5,2
3135,bge_m3_hybrid_513,1.0,1
3136,bge_m3_hybrid_513,0.0,9
3137,bge_m3_hybrid_513,0.0,33
3138,bge_m3_hybrid_513,1.0,1
3140,bge_m3_hybrid_513,1.0,1
3141,bge_m3_hybrid_513,1.0,1
3142,bge_m3_hybrid_513,0.0,-1
3143,bge_m3_hybrid_513,0.3333333333333333,3
3144,bge_m3_hybrid_513,1.0,1
3145,bge_m3_hybrid_513,0.5,2
3146,bge_m3_hybrid_513,1.0,1
3147,bge_m3_hybrid_513,0.0,-1
3148,bge_m3_hybrid_513,0.0,-1
3149,bge_m3_hybrid_513,1.0,1
3150,bge_m3_hybrid_513,0.0,6
3151,bge_m3_hybrid_513,0.0,9
3152,bge_m3_hybrid_513,1.0,1
3153,bge_m3_hybrid_513,0.3333333333333333,3
3154,bge_m3_hybrid_513,0.0,-1
3155,bge_m3_hybrid_513,1.0,1
3156,bge_m3_hybrid_513,0.0,-1
3157,bge_m3_hybrid_513,0.0,-1
3158,bge_m3_hybrid_513,1.0,1
3160,bge_m3_hybrid_513,1.0,1
3164,bge_m3_hybrid_513,1.0,1
3165,bge_m3_hybrid_513,1.0,1
3166,bge_m3_hybrid_513,1.0,1
3168,bge_m3_hybrid_513,0.0,-1
3169,bge_m3_hybrid_513,1.0,1
3171,bge_m3_hybrid_513,1.0,1
3172,bge_m3_hybrid_513,1.0,1
3173,bge_m3_hybrid_513,1.0,1
3175,bge_m3_hybrid_513,0.3333333333333333,3
3176,bge_m3_hybrid_513,1.0,1
3177,bge_m3_hybrid_513,1.0,1
3178,bge_m3_hybrid_513,0.0,8
3179,bge_m3_hybrid_513,0.0,-1
3180,bge_m3_hybrid_513,0.0,-1
3181,bge_m3_hybrid_513,1.0,1
3182,bge_m3_hybrid_513,0.0,-1
3183,bge_m3_hybrid_513,1.0,1
3184,bge_m3_hybrid_513,1.0,1
3185,bge_m3_hybrid_513,0.0,-1
3186,bge_m3_hybrid_513,0.0,11
3188,bge_m3_hybrid_513,1.0,1
3190,bge_m3_hybrid_513,0.0,-1
3191,bge_m3_hybrid_513,1.0,1
3192,bge_m3_hybrid_513,1.0,1
3195,bge_m3_hybrid_513,0.0,-1
3198,bge_m3_hybrid_513,0.0,28
3199,bge_m3_hybrid_513,0.0,55
3200,bge_m3_hybrid_513,1.0,1
3202,bge_m3_hybrid_513,1.0,1
3203,bge_m3_hybrid_513,0.5,2
3204,bge_m3_hybrid_513,0.0,-1
3206,bge_m3_hybrid_513,1.0,1
3207,bge_m3_hybrid_513,1.0,1
3208,bge_m3_hybrid_513,0.0,-1
3209,bge_m3_hybrid_513,0.0,-1
3211,bge_m3_hybrid_513,1.0,1
3212,bge_m3_hybrid_513,1.0,1
3213,bge_m3_hybrid_513,1.0,1
3214,bge_m3_hybrid_513,0.0,-1
3216,bge_m3_hybrid_513,0.5,2
3217,bge_m3_hybrid_513,1.0,1
3218,bge_m3_hybrid_513,1.0,1
3220,bge_m3_hybrid_513,1.0,1
3221,bge_m3_hybrid_513,0.0,10
3222,bge_m3_hybrid_513,1.0,1
3223,bge_m3_hybrid_513,1.0,1
3225,bge_m3_hybrid_513,0.0,10
3226,bge_m3_hybrid_513,1.0,1
3227,bge_m3_hybrid_513,0.0,100
3228,bge_m3_hybrid_513,1.0,1
3229,bge_m3_hybrid_513,1.0,1
3230,bge_m3_hybrid_513,0.25,4
3231,bge_m3_hybrid_513,1.0,1
3232,bge_m3_hybrid_513,1.0,1
3233,bge_m3_hybrid_513,1.0,1
3234,bge_m3_hybrid_513,0.0,-1
3235,bge_m3_hybrid_513,1.0,1
3236,bge_m3_hybrid_513,1.0,1
3237,bge_m3_hybrid_513,0.0,-1
3238,bge_m3_hybrid_513,1.0,1
3239,bge_m3_hybrid_513,0.25,4
3240,bge_m3_hybrid_513,1.0,1
3241,bge_m3_hybrid_513,1.0,1
3242,bge_m3_hybrid_513,0.0,14
3243,bge_m3_hybrid_513,0.0,-1
3244,bge_m3_hybrid_513,0.3333333333333333,3
3245,bge_m3_hybrid_513,1.0,1
3246,bge_m3_hybrid_513,0.25,4
3247,bge_m3_hybrid_513,0.5,2
3248,bge_m3_hybrid_513,0.25,4
3250,bge_m3_hybrid_513,1.0,1
3252,bge_m3_hybrid_513,1.0,1
3253,bge_m3_hybrid_513,0.0,59
3254,bge_m3_hybrid_513,0.0,24
3255,bge_m3_hybrid_513,1.0,1
3257,bge_m3_hybrid_513,0.25,4
3261,bge_m3_hybrid_513,1.0,1
3262,bge_m3_hybrid_513,1.0,1
3263,bge_m3_hybrid_513,0.0,-1
3264,bge_m3_hybrid_513,1.0,1
3266,bge_m3_hybrid_513,0.0,-1
3267,bge_m3_hybrid_513,0.2,5
3268,bge_m3_hybrid_513,0.5,2
3270,bge_m3_hybrid_513,0.0,69
3271,bge_m3_hybrid_513,0.5,2
3272,bge_m3_hybrid_513,1.0,1
3273,bge_m3_hybrid_513,0.0,12
3275,bge_m3_hybrid_513,0.0,26
3276,bge_m3_hybrid_513,1.0,1
3277,bge_m3_hybrid_513,0.3333333333333333,3
3279,bge_m3_hybrid_513,1.0,1
3281,bge_m3_hybrid_513,0.0,82
3282,bge_m3_hybrid_513,0.0,-1
3283,bge_m3_hybrid_513,1.0,1
3284,bge_m3_hybrid_513,0.5,2
3285,bge_m3_hybrid_513,1.0,1
3286,bge_m3_hybrid_513,0.5,2
3287,bge_m3_hybrid_513,0.0,-1
3289,bge_m3_hybrid_513,1.0,1
3290,bge_m3_hybrid_513,1.0,1
3292,bge_m3_hybrid_513,0.0,-1
3293,bge_m3_hybrid_513,1.0,1
3294,bge_m3_hybrid_513,0.0,7
3295,bge_m3_hybrid_513,1.0,1
3296,bge_m3_hybrid_513,0.3333333333333333,3
3297,bge_m3_hybrid_513,0.0,23
3298,bge_m3_hybrid_513,0.0,-1
3299,bge_m3_hybrid_513,0.5,2
3300,bge_m3_hybrid_513,0.0,-1
3301,bge_m3_hybrid_513,0.5,2
3302,bge_m3_hybrid_513,0.0,-1
3304,bge_m3_hybrid_513,1.0,1
3305,bge_m3_hybrid_513,1.0,1
3306,bge_m3_hybrid_513,1.0,1
3307,bge_m3_hybrid_513,0.0,64
3308,bge_m3_hybrid_513,0.0,27
3309,bge_m3_hybrid_513,0.0,61
3311,bge_m3_hybrid_513,1.0,1
3312,bge_m3_hybrid_513,0.0,43
3313,bge_m3_hybrid_513,0.0,39
3315,bge_m3_hybrid_513,1.0,1
3317,bge_m3_hybrid_513,0.0,16
3318,bge_m3_hybrid_513,1.0,1
3319,bge_m3_hybrid_513,1.0,1
3320,bge_m3_hybrid_513,0.0,11
3321,bge_m3_hybrid_513,0.0,-1
3322,bge_m3_hybrid_513,1.0,1
3323,bge_m3_hybrid_513,1.0,1
3325,bge_m3_hybrid_513,1.0,1
3327,bge_m3_hybrid_513,1.0,1
3328,bge_m3_hybrid_513,1.0,1
3332,bge_m3_hybrid_513,1.0,1
3333,bge_m3_hybrid_513,0.3333333333333333,3
3334,bge_m3_hybrid_513,1.0,1
3335,bge_m3_hybrid_513,0.0,-1
3336,bge_m3_hybrid_513,1.0,1
3337,bge_m3_hybrid_513,1.0,1
3338,bge_m3_hybrid_513,0.3333333333333333,3
3341,bge_m3_hybrid_513,1.0,1
3342,bge_m3_hybrid_513,0.0,9
3343,bge_m3_hybrid_513,0.25,4
3347,bge_m3_hybrid_513,1.0,1
3349,bge_m3_hybrid_513,1.0,1
3350,bge_m3_hybrid_513,1.0,1
3351,bge_m3_hybrid_513,0.3333333333333333,3
3352,bge_m3_hybrid_513,0.0,22
3353,bge_m3_hybrid_513,0.0,64
3354,bge_m3_hybrid_513,1.0,1
3356,bge_m3_hybrid_513,0.5,2
3357,bge_m3_hybrid_513,0.2,5
3358,bge_m3_hybrid_513,0.5,2
3359,bge_m3_hybrid_513,1.0,1
3360,bge_m3_hybrid_513,0.0,-1
3361,bge_m3_hybrid_513,0.2,5
3362,bge_m3_hybrid_513,0.0,65
3364,bge_m3_hybrid_513,1.0,1
3365,bge_m3_hybrid_513,1.0,1
3366,bge_m3_hybrid_513,0.0,9
3368,bge_m3_hybrid_513,0.25,4
3369,bge_m3_hybrid_513,1.0,1
3371,bge_m3_hybrid_513,1.0,1
3372,bge_m3_hybrid_513,1.0,1
3373,bge_m3_hybrid_513,0.5,2
3376,bge_m3_hybrid_513,1.0,1
3377,bge_m3_hybrid_513,1.0,1
3379,bge_m3_hybrid_513,0.5,2
3380,bge_m3_hybrid_513,0.0,-1
3381,bge_m3_hybrid_513,1.0,1
3382,bge_m3_hybrid_513,1.0,1
3383,bge_m3_hybrid_513,1.0,1
3384,bge_m3_hybrid_513,0.0,14
3386,bge_m3_hybrid_513,0.0,66
3387,bge_m3_hybrid_513,0.0,44
3388,bge_m3_hybrid_513,0.0,58
3391,bge_m3_hybrid_513,1.0,1
3392,bge_m3_hybrid_513,0.2,5
3393,bge_m3_hybrid_513,0.0,8
3394,bge_m3_hybrid_513,0.0,-1
3395,bge_m3_hybrid_513,1.0,1
3396,bge_m3_hybrid_513,1.0,1
3397,bge_m3_hybrid_513,1.0,1
3398,bge_m3_hybrid_513,0.0,11
3399,bge_m3_hybrid_513,1.0,1
3400,bge_m3_hybrid_513,1.0,1
3401,bge_m3_hybrid_513,0.3333333333333333,3
3402,bge_m3_hybrid_513,0.25,4
3403,bge_m3_hybrid_513,1.0,1
3404,bge_m3_hybrid_513,1.0,1
3405,bge_m3_hybrid_513,0.0,88
3406,bge_m3_hybrid_513,0.0,34
3407,bge_m3_hybrid_513,1.0,1
3408,bge_m3_hybrid_513,0.5,2
3409,bge_m3_hybrid_513,1.0,1
3410,bge_m3_hybrid_513,0.0,16
3411,bge_m3_hybrid_513,1.0,1
3412,bge_m3_hybrid_513,1.0,1
3413,bge_m3_hybrid_513,1.0,1
3414,bge_m3_hybrid_513,1.0,1
3415,bge_m3_hybrid_513,0.0,64
3416,bge_m3_hybrid_513,0.3333333333333333,3
3417,bge_m3_hybrid_513,1.0,1
3419,bge_m3_hybrid_513,1.0,1
3420,bge_m3_hybrid_513,1.0,1
3421,bge_m3_hybrid_513,0.0,6
3422,bge_m3_hybrid_513,1.0,1
3423,bge_m3_hybrid_513,1.0,1
3424,bge_m3_hybrid_513,1.0,1
3425,bge_m3_hybrid_513,0.0,10
3427,bge_m3_hybrid_513,1.0,1
3429,bge_m3_hybrid_513,0.2,5
3432,bge_m3_hybrid_513,1.0,1
3433,bge_m3_hybrid_513,0.0,-1
3434,bge_m3_hybrid_513,1.0,1
3435,bge_m3_hybrid_513,0.0,23
3436,bge_m3_hybrid_513,0.0,7
3437,bge_m3_hybrid_513,1.0,1
3438,bge_m3_hybrid_513,1.0,1
3439,bge_m3_hybrid_513,1.0,1
3440,bge_m3_hybrid_513,1.0,1
3441,bge_m3_hybrid_513,1.0,1
3443,bge_m3_hybrid_513,0.0,9
3444,bge_m3_hybrid_513,0.0,6
3445,bge_m3_hybrid_513,1.0,1
3446,bge_m3_hybrid_513,0.0,-1
3447,bge_m3_hybrid_513,0.0,-1
3448,bge_m3_hybrid_513,0.0,7
3450,bge_m3_hybrid_513,1.0,1
3451,bge_m3_hybrid_513,1.0,1
3452,bge_m3_hybrid_513,0.5,2
3454,bge_m3_hybrid_513,0.5,2
3455,bge_m3_hybrid_513,0.5,2
3456,bge_m3_hybrid_513,1.0,1
3457,bge_m3_hybrid_513,0.0,-1
3459,bge_m3_hybrid_513,1.0,1
3460,bge_m3_hybrid_513,1.0,1
3461,bge_m3_hybrid_513,0.3333333333333333,3
3462,bge_m3_hybrid_513,1.0,1
3463,bge_m3_hybrid_513,0.0,-1
3465,bge_m3_hybrid_513,1.0,1
3466,bge_m3_hybrid_513,1.0,1
3468,bge_m3_hybrid_513,0.0,15
3470,bge_m3_hybrid_513,0.0,-1
3471,bge_m3_hybrid_513,0.0,-1
3472,bge_m3_hybrid_513,1.0,1
3473,bge_m3_hybrid_513,1.0,1
3474,bge_m3_hybrid_513,1.0,1
3475,bge_m3_hybrid_513,1.0,1
3476,bge_m3_hybrid_513,1.0,1
3477,bge_m3_hybrid_513,0.0,-1
3478,bge_m3_hybrid_513,0.0,35
3480,bge_m3_hybrid_513,1.0,1
3482,bge_m3_hybrid_513,0.0,-1
3483,bge_m3_hybrid_513,0.5,2
3484,bge_m3_hybrid_513,0.0,-1
3485,bge_m3_hybrid_513,0.5,2
3489,bge_m3_hybrid_513,1.0,1
3490,bge_m3_hybrid_513,0.0,-1
3491,bge_m3_hybrid_513,0.2,5
3492,bge_m3_hybrid_513,0.0,-1
3494,bge_m3_hybrid_513,0.0,-1
3495,bge_m3_hybrid_513,0.0,21
3496,bge_m3_hybrid_513,0.25,4
3497,bge_m3_hybrid_513,0.0,-1
3500,bge_m3_hybrid_513,1.0,1
3503,bge_m3_hybrid_513,0.0,-1
3505,bge_m3_hybrid_513,0.0,-1
3507,bge_m3_hybrid_513,1.0,1
3508,bge_m3_hybrid_513,0.3333333333333333,3
3509,bge_m3_hybrid_513,1.0,1
3510,bge_m3_hybrid_513,1.0,1
3511,bge_m3_hybrid_513,1.0,1
3512,bge_m3_hybrid_513,0.5,2
3513,bge_m3_hybrid_513,1.0,1
3514,bge_m3_hybrid_513,1.0,1
3515,bge_m3_hybrid_513,1.0,1
3516,bge_m3_hybrid_513,0.0,22
3517,bge_m3_hybrid_513,0.25,4
3518,bge_m3_hybrid_513,0.0,-1
3520,bge_m3_hybrid_513,1.0,1
3521,bge_m3_hybrid_513,0.3333333333333333,3
3522,bge_m3_hybrid_513,0.0,45
3524,bge_m3_hybrid_513,0.5,2
3525,bge_m3_hybrid_513,0.0,92
3526,bge_m3_hybrid_513,1.0,1
3527,bge_m3_hybrid_513,0.0,31
3528,bge_m3_hybrid_513,1.0,1
3529,bge_m3_hybrid_513,1.0,1
3530,bge_m3_hybrid_513,1.0,1
3531,bge_m3_hybrid_513,1.0,1
3533,bge_m3_hybrid_513,1.0,1
3534,bge_m3_hybrid_513,1.0,1
3535,bge_m3_hybrid_513,0.5,2
3536,bge_m3_hybrid_513,0.0,36
3538,bge_m3_hybrid_513,0.5,2
3539,bge_m3_hybrid_513,0.5,2
3540,bge_m3_hybrid_513,0.5,2
3541,bge_m3_hybrid_513,0.2,5
3543,bge_m3_hybrid_513,1.0,1
3544,bge_m3_hybrid_513,0.3333333333333333,3
3545,bge_m3_hybrid_513,0.0,19
3546,bge_m3_hybrid_513,1.0,1
3548,bge_m3_hybrid_513,1.0,1
3549,bge_m3_hybrid_513,1.0,1
3550,bge_m3_hybrid_513,0.3333333333333333,3
3551,bge_m3_hybrid_513,0.0,24
3552,bge_m3_hybrid_513,1.0,1
3553,bge_m3_hybrid_513,1.0,1
3554,bge_m3_hybrid_513,0.0,81
3556,bge_m3_hybrid_513,1.0,1
3558,bge_m3_hybrid_513,1.0,1
3559,bge_m3_hybrid_513,0.5,2
3561,bge_m3_hybrid_513,1.0,1
3562,bge_m3_hybrid_513,1.0,1
3564,bge_m3_hybrid_513,1.0,1
3565,bge_m3_hybrid_513,1.0,1
3567,bge_m3_hybrid_513,1.0,1
3569,bge_m3_hybrid_513,0.0,-1
3570,bge_m3_hybrid_513,1.0,1
3571,bge_m3_hybrid_513,1.0,1
3572,bge_m3_hybrid_513,0.0,-1
3573,bge_m3_hybrid_513,0.0,8
3575,bge_m3_hybrid_513,0.0,-1
3576,bge_m3_hybrid_513,0.3333333333333333,3
3577,bge_m3_hybrid_513,1.0,1
3578,bge_m3_hybrid_513,1.0,1
3580,bge_m3_hybrid_513,0.3333333333333333,3
3581,bge_m3_hybrid_513,1.0,1
3582,bge_m3_hybrid_513,0.5,2
3583,bge_m3_hybrid_513,0.5,2
3584,bge_m3_hybrid_513,1.0,1
3585,bge_m3_hybrid_513,1.0,1
3586,bge_m3_hybrid_513,1.0,1
3587,bge_m3_hybrid_513,0.0,12
3588,bge_m3_hybrid_513,1.0,1
3589,bge_m3_hybrid_513,0.0,26
3591,bge_m3_hybrid_513,0.3333333333333333,3
3592,bge_m3_hybrid_513,0.0,-1
3593,bge_m3_hybrid_513,1.0,1
3594,bge_m3_hybrid_513,0.0,79
3595,bge_m3_hybrid_513,0.0,7
3596,bge_m3_hybrid_513,1.0,1
3597,bge_m3_hybrid_513,0.0,13
3598,bge_m3_hybrid_513,1.0,1
3599,bge_m3_hybrid_513,1.0,1
3600,bge_m3_hybrid_513,0.0,-1
3601,bge_m3_hybrid_513,1.0,1
3602,bge_m3_hybrid_513,0.3333333333333333,3
3603,bge_m3_hybrid_513,0.0,14
3604,bge_m3_hybrid_513,1.0,1
3605,bge_m3_hybrid_513,1.0,1
3607,bge_m3_hybrid_513,1.0,1
3608,bge_m3_hybrid_513,1.0,1
3610,bge_m3_hybrid_513,0.5,2
3611,bge_m3_hybrid_513,1.0,1
3612,bge_m3_hybrid_513,0.3333333333333333,3
3613,bge_m3_hybrid_513,0.0,27
3615,bge_m3_hybrid_513,1.0,1
3616,bge_m3_hybrid_513,0.0,-1
3617,bge_m3_hybrid_513,1.0,1
3622,bge_m3_hybrid_513,1.0,1
3624,bge_m3_hybrid_513,0.0,10
3625,bge_m3_hybrid_513,0.0,-1
3626,bge_m3_hybrid_513,1.0,1
3627,bge_m3_hybrid_513,0.0,14
